train_dataset,test_dataset,clf,metric,embedding,native,coverage_matched,strict,topology_matched,delta_topology_minus_native,delta_strict_minus_coverage,rank_native,rank_coverage_matched,rank_strict,rank_topology_matched,rank_change_native_to_topology,native_wins_topology_loses,coverage_improves_strict_collapses,protocol_sensitivity_score,source_file
mHSC-GM,mDC,lr,precision_at_k,cl_v6_fair,0.716,0.411765,0.47300000000000003,0.469,-0.247,0.06123500000000004,1,9,4,9,8,True,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,precision_at_k,scGPT_human,0.522,0.5,0.496,0.517,-0.0050000000000000044,-0.0040000000000000036,9,6,2,1,-8,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,mlp,precision_at_k,minus,0.528,0.298507,0.875,0.887324,0.359324,0.5764929999999999,9,7,2,1,-8,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,precision_at_k,v4_plain_best,0.677,0.492754,0.368932,0.368932,-0.30806800000000006,-0.12382200000000004,1,6,9,9,8,True,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,mlp,precision_at_k,v4_type_pe_best,0.777,0.443182,0.529412,0.529412,-0.24758800000000003,0.08622999999999997,2,7,10,10,8,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,auprc,scconcept,0.5133142,0.4944582,0.8984636,0.8980592,0.3847449999999999,0.4040054,10,2,3,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,auprc,cl_scratch_v5,0.6896082,0.6396482,0.5286316,0.4515124,-0.23809580000000002,-0.11101660000000002,1,3,6,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,auprc,minus,0.5141538,0.589279,0.9323,0.9321616,0.41800780000000004,0.343021,3,2,9,10,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,lr,auprc,v4_type_pe_best,0.6889066,0.7203672,0.3833538,0.2240036,-0.46490300000000007,-0.33701339999999996,3,5,5,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,auprc,baseline,0.5686464,0.5219654,0.4794806,0.5627688,-0.005877600000000038,-0.042484800000000045,8,9,1,1,-7,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,auprc,scGPT_human,0.6545756,0.6358206,0.402152,0.4224928,-0.23208280000000003,-0.23366859999999995,1,4,8,8,7,True,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,auprc,minus,0.5536738,0.3885942,0.403178,0.4587936,-0.09488019999999997,0.01458379999999998,1,10,8,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,auprc,scGPT_human,0.4510174,0.6752466,0.528083,0.5812954,0.130278,-0.14716360000000006,8,1,1,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,auprc,minus,0.4423918,0.4806686,0.4064444,0.4696912,0.027299399999999974,-0.07422420000000002,9,6,3,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,lr,auprc,cl_scratch_v5,0.492646,,0.3714042,0.4031436,-0.08950239999999998,,8,,4,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,auprc,baseline,0.504616,0.6174852,0.400716,0.409091,-0.09552499999999997,-0.21676919999999994,9,2,1,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,auprc,cl_v6_fair,0.5580672,0.7609509999999999,0.35385900000000003,0.458864,-0.09920319999999999,-0.4070919999999999,8,1,4,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,auprc,scGPT_human,0.516041,0.3933544,0.6410686,0.6405446,0.12450360000000005,0.2477142,8,8,3,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,auprc,baseline,0.5706791999999999,0.6127974,0.5516276,0.4517946,-0.11888459999999995,-0.06116980000000005,2,1,7,9,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,auprc,minus,0.51212,0.41297875,,0.875,0.36288,,9,3,,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,mlp,auprc,scconcept_encoded,0.5530708,0.5788742,0.5503694,0.5923496,0.03927880000000006,-0.028504799999999997,10,9,4,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,auprc,scconcept_encoded,0.582878,0.7429806,0.5242732,0.4649058,-0.11797220000000003,-0.2187074,3,1,8,10,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,auprc,v4_plain_best,0.6172738,0.6457536,0.5575404,0.4467962,-0.1704776,-0.08821319999999999,1,5,1,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auprc,scGPT_human,0.5120096,,0.875,0.875,0.36299040000000005,,9,,2,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auprc,scconcept,0.5119526,0.40660474999999996,,0.875,0.3630474,,10,5,,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,auroc,cl_scratch_v5,0.5048798,0.5083336,0.5071242,0.505805,0.0009251999999999594,-0.0012094000000000271,1,1,8,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,auroc,v4_plain_best,0.5040557999999999,0.5,0.5055412,0.5047496,0.0006938000000000777,0.005541200000000024,2,2,10,9,7,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,auroc,v4_bias_rec_best,0.5097076,0.5213442,0.5206338,0.6091738,0.09946619999999995,-0.0007103999999999999,8,6,1,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,auroc,cl_v6_fair,0.7610798,0.6510832,0.6805812,0.6380361999999999,-0.12304360000000003,0.029498000000000024,1,4,2,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,auroc,cl_v6_fair,0.660337,0.6492016,0.5946778,0.5529382,-0.1073987999999999,-0.05452380000000001,1,4,4,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,auroc,scconcept_encoded,0.5550036,0.4479752,0.538914,0.674935,0.11993139999999991,0.09093879999999999,9,10,10,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,auroc,scconcept_encoded,0.5454869999999999,0.5705594,0.4830146,0.4770598,-0.06842719999999997,-0.08754480000000003,3,2,10,10,7,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,auroc,v4_bias_rec_best,0.6017388,0.68144,0.6068752,0.6087582,0.007019400000000009,-0.0745648000000001,1,1,9,8,7,True,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,auroc,minus,0.4970702,0.4833785,0.493113,0.49201120000000004,-0.00505899999999998,0.009734500000000035,3,7,8,10,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,auroc,scconcept_encoded,0.5677754,0.5729068,0.508108,0.4001174,-0.16765800000000003,-0.06479880000000005,1,1,4,8,7,True,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,auroc,cl_v6_fair,0.3751846,0.42125,0.3848414,0.5331376,0.157953,-0.03640860000000001,9,6,10,2,-7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,auroc,baseline,0.4923078,0.4873948,0.505147,0.5036765,0.011368699999999954,0.017752199999999996,8,8,4,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,auroc,v4_plain_best,0.3740716,0.4132242,0.5492124,0.5810917999999999,0.20702019999999993,0.13598820000000006,10,10,4,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,auroc,baseline,0.4290074,0.5409556,0.4592992,0.3973978,-0.03160959999999996,-0.08165639999999996,3,1,8,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,auroc,minus,0.4325618,0.5333986000000001,0.5658204,0.6337838,0.201222,0.032421799999999945,9,3,8,2,-7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,auroc,minus,0.49239,0.49454275000000003,,0.5,0.007610000000000006,,9,3,,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,lr,auroc,v4_plain_best,0.712956,0.4905982,0.574089,0.507935,-0.205021,0.08349079999999998,1,9,5,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,auroc,scconcept_encoded,0.5564359999999999,0.5450954,0.5227866,0.4739112,-0.08252479999999995,-0.022308800000000018,3,3,9,10,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,auroc,scconcept,0.5132674,0.3413102,0.4948178,0.6,0.08673259999999994,0.15350759999999997,10,10,10,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,auroc,scconcept_encoded,0.5194964,0.5820078,0.5773275999999999,0.6457556,0.12625920000000002,-0.004680200000000023,9,6,7,2,-7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,auroc,scconcept_encoded,0.5227112,0.5077652,0.6029958,0.621562,0.0988507999999999,0.09523059999999994,10,8,7,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,mlp,auroc,scGPT_human,0.7476846,0.7583332,0.614129,0.49660499999999996,-0.25107960000000007,-0.1442042,1,2,5,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,mlp,auroc,scconcept_encoded,0.5287274,0.706857,0.5641632,0.6343278,0.10560040000000004,-0.14269379999999998,9,3,7,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,scGPT_human,0.4923808,,0.5,0.5,0.007619199999999993,,9,,2,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,scconcept,0.49224060000000003,0.4847875,,0.5,0.007759399999999972,,10,5,,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,balanced_accuracy,v4_bias_rec_best,0.5005222,0.5443768,0.5421718,0.5711522,0.07062999999999997,-0.0022050000000000125,8,4,2,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,balanced_accuracy,minus,0.5718150000000001,0.5930252,0.4948156,0.462811,-0.1090040000000001,-0.09820960000000001,2,2,9,9,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,balanced_accuracy,v4_bias_rec_best,0.5115758,0.511808,0.5124372,0.5804642,0.06888839999999996,0.0006291999999999964,8,7,3,1,-7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,balanced_accuracy,scconcept_encoded,0.5306344000000001,0.5502772,0.4716176,0.46964279999999997,-0.06099160000000009,-0.0786596,3,2,10,10,7,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,balanced_accuracy,baseline,0.5,0.5,0.4972452,0.4944904,-0.005509600000000003,-0.0027548000000000017,1,1,6,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,balanced_accuracy,cl_scratch_v5,0.5,,0.493113,0.493113,-0.0068869999999999765,,2,,10,9,7,False,False,10,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,balanced_accuracy,scGPT_human,0.4991098,0.5,0.5,0.5,0.0008902000000000077,0.0,10,3,3,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,mlp,balanced_accuracy,v4_type_pe_best,0.6337094,0.597256,0.5575910000000001,0.5217646,-0.11194479999999996,-0.03966499999999995,1,2,3,8,7,True,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,balanced_accuracy,baseline,0.5211278,0.535033,0.5350058,0.5555078,0.034379999999999966,-2.7200000000004998e-05,8,8,1,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,balanced_accuracy,v4_plain_best,0.4320324,0.5042046,0.5621986,0.5535842,0.12155179999999999,0.05799399999999999,9,3,1,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,balanced_accuracy,scconcept,0.504397,0.5139518,0.4975148,0.4972438,-0.007153199999999971,-0.01643699999999998,3,3,9,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,balanced_accuracy,scconcept_encoded,0.5118698,0.5006912,0.4956324,0.49882540000000003,-0.013044400000000012,-0.00505880000000003,2,5,10,9,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,scconcept,0.46150399999999997,0.493577,0.501008,0.50252,0.041016,0.007431000000000021,8,9,2,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,balanced_accuracy,v4_type_pe_best,0.4878144,0.5200442,0.5121074,0.5100334,0.02221899999999999,-0.007936799999999966,9,1,2,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,mlp,balanced_accuracy,v4_plain_best,0.49783120000000003,0.4916384,0.5051892,0.5174242,0.01959299999999997,0.01355080000000003,10,10,3,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,balanced_accuracy,cl_scratch_v5,0.4881024,0.4952532,0.5075926000000001,0.5037878,0.015685400000000016,0.012339400000000056,10,8,2,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,balanced_accuracy,cl_scratch_v5,0.6946588,0.67469,0.8026236,0.7452162,0.050557399999999975,0.12793359999999998,1,5,2,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hHep,mlp,balanced_accuracy,scGPT_human,0.7346625999999999,0.7328788,0.5263888,0.5074076000000001,-0.22725499999999987,-0.20649000000000006,2,2,9,9,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,balanced_accuracy,scconcept_encoded,0.5450792,0.500957,0.5161186,0.475829,-0.06925019999999998,0.015161599999999997,3,4,8,10,7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,mlp,balanced_accuracy,baseline,0.4982194,0.5,0.5,0.5,0.001780600000000021,0.0,8,1,1,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,balanced_accuracy,scconcept_encoded,0.5347326,0.565909,0.5435626,0.6049234,0.0701908,-0.02234639999999999,8,6,7,1,-7,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,balanced_accuracy,v4_plain_best,0.6010724000000001,0.5993276,0.6238864,0.5325104,-0.06856200000000001,0.024558799999999992,1,4,1,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,balanced_accuracy,scconcept_encoded,0.5239504,0.5676138,0.5280568,0.5620542,0.03810379999999991,-0.03955699999999995,10,8,8,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,mlp,balanced_accuracy,scconcept_encoded,0.5236572,0.6064286,0.5152778,0.5445986,0.0209414,-0.09115079999999998,9,6,5,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,balanced_accuracy,scconcept,0.495994,0.5,,0.5,0.0040060000000000096,,10,4,,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,f1,v4_bias_rec_best,0.3506746,0.3271474,0.2682312,0.3953378,0.044663200000000014,-0.058916199999999974,8,7,2,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,f1,scconcept_encoded,0.4180128,0.4150652,0.3720774,0.4732168,0.055203999999999975,-0.04298780000000002,9,8,8,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,f1,scGPT_human,0.1594172,0.1017482,0.24184719999999998,0.251926,0.09250879999999997,0.14009899999999997,10,9,4,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,f1,v4_bias_rec_best,0.4417194,0.5640700000000001,0.194009,0.194009,-0.2477104,-0.3700610000000001,1,2,8,8,7,True,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,f1,scconcept_encoded,0.0,,0.016393,0.0098358,0.0098358,,10,,2,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,f1,scGPT_human,0.1352912,0.0,0.0,0.0,-0.1352912,0.0,1,4,9,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,f1,baseline,0.2561346,0.3635982,0.1600798,0.2288402,-0.027294399999999996,-0.2035184,9,8,3,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,f1,scconcept_encoded,0.5063622,0.4784582,0.3424698,0.2678546,-0.2385076,-0.1359884,1,1,4,8,7,True,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,f1,baseline,0.140419,0.1642668,0.303247,0.19244080000000002,0.052021800000000035,0.1389802,3,3,5,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,f1,baseline,0.4757252,0.4839908,0.4936322,0.4936322,0.017907000000000006,0.009641400000000022,1,1,8,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,f1,v4_plain_best,0.261081,0.3942734,0.5214888,0.5153854,0.2543044,0.12721539999999998,9,3,1,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,f1,scconcept,0.3403066,0.3828224,0.4848668,0.4828458,0.14253919999999998,0.10204439999999998,2,3,9,9,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,f1,scconcept_encoded,0.332944,0.2809728,0.4458132,0.4500424,0.11709839999999999,0.1648404,3,4,10,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,f1,v4_type_pe_best,0.13393,0.1686678,0.5376864,0.5315913999999999,0.39766139999999994,0.3690186,10,8,2,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,f1,scconcept_encoded,0.4310172,0.29489,0.4083652,0.2850546,-0.1459626,0.1134752,3,6,5,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,f1,v4_plain_best,0.2855214,0.1629638,0.4112168,0.462555,0.1770336,0.248253,8,9,4,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,mlp,f1,scconcept_encoded,0.264483,0.1336784,0.2423116,0.16228800000000002,-0.10219500000000001,0.10863319999999999,3,7,10,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,lr,f1,minus,0.3061668,0.31536600000000004,0.3685644,0.357178,0.05101119999999998,0.05319839999999998,10,2,2,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,lr,f1,scconcept,0.5082822,0.5412678,0.419802,0.34749,-0.1607922,-0.12146579999999996,3,2,5,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,mlp,f1,scconcept_encoded,0.6314261999999999,0.401134,0.8480034,0.8573962,0.22597000000000012,0.44686939999999997,1,10,9,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,f1,scconcept_encoded,0.603553,0.4322308,0.5856436,0.4631648,-0.14038820000000002,0.15341280000000002,3,5,9,10,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,f1,v4_type_pe_best,0.4927322,0.1436338,0.6524104000000001,0.7746722,0.28194,0.5087766,9,8,1,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,f1,cl_scratch_v5,0.4814738,0.0972384,0.49880240000000003,0.5914078,0.10993400000000003,0.40156400000000003,9,7,1,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,f1,scconcept,0.4932124,0.5840164,0.4347504,0.4680016,-0.025210799999999978,-0.149266,10,6,2,3,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,f1,v4_bias_rec_best,0.6248724,0.5947998,0.2447746,0.17814760000000002,-0.4467248,-0.3500252,2,5,9,9,7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,mlp,f1,v4_bias_rec_best,0.6241078,0.584598,0.22951560000000001,0.2154084,-0.4086994,-0.3550823999999999,1,5,6,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,f1,scconcept,0.4655956,0.531363,0.2799604,0.2260878,-0.2395078,-0.25140260000000003,2,2,10,9,7,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,mlp,f1,baseline,0.6526576,0.6006060000000001,0.3532644,0.1440974,-0.5085602,-0.2473416000000001,1,2,3,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,f1,v4_bias_rec_best,0.6137236,0.6261596,0.5541518,0.3478148,-0.26590880000000006,-0.07200780000000007,1,2,2,8,7,True,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,f1,scconcept_encoded,0.4854946,0.5082802,0.393439,0.518931,0.03343640000000003,-0.11484119999999998,8,5,7,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,f1,scconcept_encoded,0.4066434,0.4021192,0.3271906,0.4212302,0.014586800000000011,-0.07492860000000001,9,9,6,2,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,lr,f1,v4_bias_rec_best,0.5211406000000001,0.5469534,0.5024856,0.6085608,0.08742019999999995,-0.04446780000000006,8,6,7,1,-7,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
